TICKER,1/3/2007,2/1/2007,3/1/2007,4/2/2007,5/1/2007,6/1/2007,7/2/2007,8/1/2007,9/4/2007,10/1/2007,11/1/2007,12/3/2007,1/2/2008,2/1/2008,3/3/2008,4/1/2008,5/1/2008,6/2/2008,7/1/2008,8/1/2008,9/2/2008,10/1/2008,11/3/2008,12/1/2008,1/2/2009,2/2/2009,3/2/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/3/2009,9/1/2009,10/1/2009,11/2/2009,12/1/2009,1/4/2010,2/1/2010,3/1/2010,4/1/2010,5/3/2010,6/1/2010,7/1/2010,8/2/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/3/2011,2/1/2011,3/1/2011,4/1/2011,5/2/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/3/2011,11/1/2011,12/1/2011,1/3/2012,2/1/2012,3/1/2012,4/2/2012,5/1/2012,6/1/2012,7/2/2012,8/1/2012,9/4/2012,10/1/2012,11/1/2012,12/3/2012,1/2/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/3/2013,7/1/2013,8/1/2013,9/3/2013,10/1/2013,11/1/2013,12/2/2013,1/2/2014,2/3/2014,3/3/2014,4/1/2014,5/1/2014,6/2/2014,7/1/2014,8/1/2014,9/2/2014,10/1/2014,11/3/2014,12/1/2014,1/2/2015,2/2/2015,3/2/2015,4/1/2015,5/1/2015,6/1/2015,7/1/2015,8/3/2015,9/1/2015,10/1/2015,11/2/2015,12/1/2015,1/4/2016,2/1/2016,3/1/2016,4/1/2016,5/2/2016,6/1/2016,7/1/2016,8/1/2016,9/1/2016,10/3/2016,11/1/2016,12/1/2016,1/3/2017,2/1/2017,3/1/2017,4/3/2017,5/1/2017,6/1/2017,7/3/2017,8/1/2017,9/1/2017
CSCO,-0.04103011785246624,-0.02776513427401006,-0.017322097378276946,0.05717008099094767,0.0,0.03830554303740441,0.06770833333333326,0.08536585365853666,0.02097378277153572,-0.02457813646368301,-0.14328694998119618,-0.03731343283582078,-0.06019151846785209,-0.02183406113537134,0.02380952380952417,0.06734496124031009,-0.011802088061734217,-0.12126779972439139,-0.050182958703606784,0.07980187121629068,-0.07543323139653402,-0.21664829106945993,-0.13019000703729755,0.1334951456310678,-0.09707351891506044,-0.06482213438735185,0.21978021978021922,0.12127512127512174,-0.004326328800988932,-0.03600248292985753,0.20090148100450778,-0.06219839142091188,0.09090909090909127,-0.004192872117400714,0.04000000000000026,0.0323886639676112,-0.07941176470588218,0.0820021299254523,0.0501968503937007,0.06607310215557649,-0.16483516483516503,-0.07526315789473648,0.11895276038702307,-0.14852492370295034,0.08124253285543648,0.04640883977900545,-0.15733896515311518,0.06077694235588993,0.04784406379208472,-0.13585118376550165,-0.07827788649706413,0.031847133757961776,-0.06858710562414305,-0.0316642120765831,0.001520912547528619,0.0,-0.04024297646165542,0.16297468354430378,0.05578231292517,0.006443298969072142,0.06274007682458427,0.004216867469879482,0.06538692261547685,-0.053490990990991305,-0.2010707911957167,0.07520476545048371,-0.06440443213296398,0.1887490747594378,0.002490660024906388,-0.07391304347826078,0.09523809523809512,0.0685854255970606,0.024068767908309585,0.0,0.0,-0.013430330162283122,0.19625638116846278,0.005215742057847361,0.06367924528301883,-0.09312638580931254,-0.0029339853300734964,-0.028935752820009597,-0.06565656565656597,0.051351351351351715,-0.020565552699228995,0.0010498687664042272,0.08023072889354999,-0.003883495145631022,0.07699805068226095,0.011764705882353121,0.004472271914132131,-0.004897595725734449,0.013870246085011084,-0.018093556928508225,0.12269662921348301,0.007606084867894269,-0.02820818434644412,0.12510220768601799,-0.09047965116279089,0.06911705952856595,0.001494768310911665,-0.05559701492537317,0.03713947056499389,-0.1142857142857141,0.03268817204301078,0.1178675551853392,-0.04172876304023854,-0.03460342146189721,-0.11075312122432557,0.1426630434782612,0.06936187078874334,-0.03743513713862112,0.05583365421640352,-0.00328227571115991,0.07683863885839748,0.027522935779816793,0.005621693121693028,-0.03222624136797125,-0.03397893306150168,0.037284558564895987,0.007121057985758128,0.12929292929292924,-0.025044722719140933,0.02048929663608523,-0.06323044650884024,-0.015674984005118353,0.01982450438739014,0.020395156150414318,0.044971892567145844
CSX,0.07251082251082241,-0.00908173562058523,0.0997963340122201,0.07129629629629619,0.06741573033707882,0.004048582995951566,0.03387096774193554,-0.12012480499219969,0.036347517730496604,-0.0051325919589392255,-0.042992261392949205,0.052111410601976216,0.1485909479077714,-0.017843866171003864,0.19227857683573069,0.10730158730158723,0.06307339449541272,-0.11003236245954695,0.08606060606060617,-0.055245535714285476,-0.14825753101004158,-0.1518723994452149,-0.24448078495502878,0.024891774891774965,-0.167898627243928,-0.20050761421319818,0.161904761904762,0.1516393442622952,0.11032028469750887,0.02777777777777768,0.21205821205821196,0.004288164665523064,-0.004269854824935915,0.025728987993139274,0.14464882943143764,0.001460920379839692,-0.10357403355215189,0.10821806346623242,0.08076358296622654,0.10122282608695654,-0.09932140653917332,-0.04657534246575368,0.09626436781609216,-0.03079947575360409,0.06152805949966167,0.11847133757961781,0.024487471526196014,0.043357420789327694,0.09483217900905694,0.013625304136252847,0.0936149783965432,-0.009218612818261418,-0.025254762959680765,0.05409090909090919,-0.07891332470892654,-0.12312734082397003,-0.14628937533368924,0.16885553470919357,0.01712145532370224,0.014203051025775792,0.028008298755186622,-0.06357214934409705,0.04849137931034497,0.025693730729701825,-0.09819639278557113,0.09111111111111136,0.015274949083503131,-0.028585757271815337,-0.04233350542075387,0.000539083557951292,-0.05387931034482751,0.03075170842824626,0.08674033149171279,0.05490594814438232,0.05349397590361438,-0.005489478499542622,0.05243790248390079,-0.07779720279720292,0.09526066350710916,-0.014712245781047462,0.049626701800615125,0.00502092050209213,0.045795170691090625,0.03343949044585992,-0.07896764252696464,0.0669176076955249,0.054880439043512474,-0.042735042735042805,0.06599378881987583,0.04806991988346687,-0.04447533009034044,0.05490909090909102,0.0010341261633917131,0.13774104683195576,-0.0045399515738495655,0.022499239890544143,-0.060660124888492595,0.03418803418803429,-0.03520048974594425,0.1199238578680204,-0.08130311614730867,-0.0391612704286155,-0.05359435173299143,-0.1356391997287214,0.01137701059238938,0.014740108611326352,0.04931192660550465,-0.0983606557377048,-0.11353535353535382,0.08568824065633551,0.03988245172124283,0.06863140896245445,-0.03551190026445006,-0.0003916960438701267,0.07053291536050121,0.010614934114202335,0.07968127490039811,-0.0006709158000667292,0.2104733131923462,-0.019966722129783454,0.31211092246745853,0.053051541945223546,-0.05304116321933239,0.10553633217993075,0.06357589984350542,-0.0018392495861686564,-0.1081628892574169,0.028512396694215125,0.060265166733627806
CTAS,0.02422451994091568,-0.03172771848860667,-0.09294012511170713,0.05254515599343201,0.01466458658346359,0.03444034440344379,-0.07788347205707491,-0.00483558994197264,0.04016844833171329,-0.06446589847399564,-0.1121837549933421,0.025121859767529342,0.0307242136064374,-0.11852377572746664,0.02214170692431572,0.01732965734541181,-0.04645760743321736,-0.05602923264311788,0.05978494623655872,0.08198051948051965,-0.09189797449362336,-0.1544816191656343,-0.06057645334636019,0.06396255850234,-0.050342130987292566,-0.11528564076170833,0.2501454333915063,0.048394602140530596,-0.08788282290279614,-0.018004866180048706,0.09910802775024763,0.06762849413886385,0.08361486486486491,-0.04520654715510508,0.025714285714285356,-0.08117787504974139,-0.044174967518406216,0.014499320344358857,0.11656989727556932,-0.019199999999999884,-0.07667210440456773,-0.05521201413427568,0.13230481533426874,-0.030553261767134687,0.04429301533219743,-0.005301794453507425,0.03813038130381341,0.0035545023696679223,0.020464384100747912,-0.029695333590435635,0.09976152623211454,0.01987712323816404,0.025868178596739844,0.06563039723661479,-0.056401944894651335,-0.015802129852284574,-0.14799301919720786,0.055714870954526985,0.08459448971672501,0.16601073345259398,0.07333537895059794,0.026014865637507212,0.011981053218166782,0.0022026431718060735,-0.0914835164835166,0.09948593891744806,0.008250825082507962,0.015821058374249963,0.03544575725026888,0.016856846473028986,-0.007396072430502443,0.013360739979444869,0.010902636916835462,0.03185352395284702,0.003159941662615795,0.006299975769323618,0.0337105706718035,-0.0006988120195670078,0.05291375291375311,-0.0019924728802300784,0.07808340727595398,0.04341563786008251,0.03786235456517417,0.06916207486224568,-0.05811267105029272,0.07924528301886746,0.002972027972028446,-0.024402998082621585,0.05913882437019846,0.029183535762482782,-0.022291427634813732,0.06437552388935441,0.030240982831941654,0.05671915609234124,0.013888888888888618,0.09260844748858421,0.02011231552827475,0.05607476635513997,-0.03321614741180756,-0.005391849529780557,0.06253151790216926,-0.011746559088751773,0.00936486973226014,-0.03568454859046055,0.029233995312693217,0.09252157238734404,0.008666081614743693,-0.052093529091897905,-0.02466727856815032,-0.0017644982943182397,0.04784350695262707,-0.0012370670265400285,0.053935367638779264,0.04337606837606778,0.08580790497644886,0.09581290079215465,-0.04483648881239266,-0.07171817280836101,0.12481801417062988,0.003710415048752802,-0.012637551581842765,0.04161950370047918,0.04279862910641086,-0.025410821643286785,0.04400394801776675,-0.007405656661151894,0.07564092388284793,-0.007083825265643662,0.08078180737217555
CTL,0.023211747986736198,-0.004166666666666652,0.025104602510460428,0.0049886621315189394,0.0803249097472929,-0.006683375104428069,-0.05845248107653489,0.04242965609647187,-0.03341902313624667,-0.04210992907801425,-0.055067098565478756,-0.03036238981390804,-0.09141414141414161,-0.033351862145636235,-0.055779183438757984,0.06455542021924465,-0.014874141876430325,0.016840882694541648,0.026270702455739148,0.07790762381747385,-0.01755291688177596,-0.2716763005780346,-0.08658008658008653,0.1635071090047393,-0.031907671418873074,-0.08274894810659217,0.15596330275229375,-0.009920634920634996,0.11356045424181715,0.010197960407918094,0.016627078384798155,0.009929906542056166,0.07750144592249852,-0.022007514761137825,0.11964873765093298,0.019607843137255054,-0.06538461538461549,0.011831275720164847,0.0574478901881037,-0.03846153846153877,-0.009999999999999676,-0.006060606060606322,0.08231707317073189,0.02065727699530484,0.10441582336706556,0.04206580591420228,0.05955235811350912,0.07883817427385909,-0.06748251748251755,-0.05211848518935125,0.013053797468354444,-0.008199921905505891,0.048818897637795455,-0.021771771771771586,-0.09823484267075977,-0.05404255319148954,-0.06387764282501118,0.0754444978375779,0.06925826630920495,0.03134141245298783,0.004862236628849326,0.06370967741935485,-0.011372251705837888,0.006518404907975617,-0.03200000000000014,0.07044470680834314,0.062132352941176805,0.014537902388369384,-0.06653019447287611,-0.018274853801169333,0.017870439314966458,0.04498902706656893,0.02415120756037825,-0.15208475734791527,0.014510278113663677,0.06674612634088195,-0.05921787709497184,0.019794140934283444,0.033385093167701774,-0.09391435011269722,-0.018656716417910557,0.057034220532319546,-0.08193445243804953,0.044405746626033915,-0.11129637348895371,0.10600375234521575,0.0818490245971164,0.05684045472363786,0.07603857566765582,-0.020682523267839037,0.07532558958113356,0.059901800327332166,-0.010500308832612437,0.03433208489388262,-0.0039227519613762585,-0.03665555892153893,-0.03459119496855345,-0.015635179153094536,-0.04268696227663804,0.017974421016246245,-0.07606112054329373,-0.10033076074972413,-0.02246732026143794,-0.10405348934391978,-0.03078358208955234,0.15495668912415783,-0.030000000000000027,-0.07130584192439882,0.031452358926919555,0.2017937219730943,0.052238805970149294,-0.02163120567375909,-0.1283073577383108,0.09189189189189162,0.0563594821020561,-0.08868060562364788,-0.007911392405063333,-0.0925039872408292,-0.0285588752196837,0.06784260515603768,0.006353240152477957,-0.036195286195286114,-0.01834061135371201,0.07517793594306044,0.0422010757136948,-0.07344184200079396,-0.02570694087403602,-0.1187335092348285,-0.03592814371257458
CTSH,0.09612403100775202,0.0485619990570485,-0.039118705035971146,0.030416471689283853,-0.11716621253405979,-0.024691358024691246,0.06065400843881852,-0.09099950273495772,0.12199124726477018,-0.03803022915650911,-0.20527116066903206,0.022959183673469497,-0.07418952618453867,0.006060606060606322,0.005354752342703772,0.0679094540612517,0.0710723192019953,-0.07450523864959246,-0.08113207547169854,-0.004791238877481008,-0.24277854195323256,-0.09809264305177112,-0.12084592145015072,0.09049255441008008,-0.022058823529411686,-0.0708915145005371,0.22312138728323694,0.17485822306238163,0.0643604183427191,0.023431594860166438,0.11964549483013309,0.13456464379947208,0.0784883720930234,0.04097035040431285,0.16364577938891767,0.03693813974187776,-0.045064377682403234,0.12943820224719071,0.006366892160764026,0.023724792408066797,-0.05523368095789882,0.024121013900245014,0.10139720558882237,0.07828923523015607,0.10084033613445365,-0.011297709923664079,0.028412600370599117,0.12642642642642632,0.0,-0.011463609704078781,0.10625674217907255,-0.0024378352023403105,-0.09481915933528873,0.00512958963282939,-0.0547945205479452,-0.10741687979539627,-0.027698185291308408,0.15586116568434827,-0.047025495750708246,-0.027645659928656197,0.11036380311831251,-0.021751101321586086,0.07880664227413448,-0.046960605270023326,-0.2247467834656447,0.04378531073446301,-0.05277401894451961,0.14178571428571463,0.10947763528307775,-0.05666760642796709,-0.003586371787208442,0.13677264547090573,0.037203166226912776,-0.012973798015772142,-0.015463917525773252,-0.17277486910994755,0.021835443037974578,-0.012387736141219907,0.14706804640953242,0.013668671405139499,0.11731391585760531,0.05189476224957734,0.06860945387792583,0.0564741249731584,-0.03699186991869896,0.08104685521317001,0.0042951971885980544,-0.05948678071539648,-0.005167424555601485,0.030126740078952885,-0.010286405808793808,-0.0690849806399022,-0.03305604203152357,0.10187910346388951,0.10560920484898295,-0.025459951681843895,0.03108314263920664,0.15849824301831017,-0.015006385696041291,-0.04570502431118295,0.10580842391304346,-0.050222700046075874,0.01228978007761894,-0.02619808306709215,0.033300524934382736,0.08160025400857296,-0.04726258623220325,-0.10845786473578789,0.07223086227751829,-0.06607574536663896,0.08438308886971457,-0.07527052832590653,0.047324040612630514,-0.06424581005586527,0.021773485513607804,-0.01477917167898224,-0.12471655328798181,0.0217218015145475,0.0501267797932512,0.04513372956909345,-0.07197440909898656,0.14860206817311306,-0.03317772590863588,0.03604069667184051,0.11934087882822841,-0.010260223048326966,0.042067307692308153,0.02119377162629732,0.0228716645489202
CTXS,0.19054307116104896,-0.015336217066457047,0.03314696485622992,0.0030923850019328736,0.036994219653179394,-0.003716090672612804,0.07832898172323799,0.014873746108612584,0.08179959100204504,0.06931316950220534,-0.13582793164407791,0.03307193999318114,-0.08778877887788761,-0.06041968162083944,-0.07200616095494805,0.13112033195020745,-0.0014673514306676738,-0.15209404849375463,-0.06759098786828444,0.11105947955390372,-0.20660811375993327,0.10753821823932563,-0.11899095668729176,0.048082117774175925,-0.11134020618556706,-0.07192575406032475,0.17562500000000014,0.1648059542796383,0.14742126882701978,0.02187748607796336,0.13273647333592842,-0.049140893470790314,0.09577159378388145,-0.019459102902374736,0.04036326942482349,0.10281280310378271,-0.012313104661389684,0.0341347580884539,0.07204362801377728,0.021151271753681256,-0.09884635553224974,-0.008728542333430234,0.3049603756970942,0.08142150247413382,0.12520798668885202,-0.054898336414047844,0.07314688050068452,-0.01366867140513972,-0.04268292682926811,0.054429646786334995,0.09701629141497325,0.09694643751042853,0.027532704593854707,-0.047668393782383744,-0.12280429037773899,-0.16214779372674137,-0.10829103214890035,0.32424098671726753,0.01773240193444381,-0.1316437873988031,0.07377381434941221,0.1462816157040392,0.04824633624238395,0.09205152371976144,-0.18915420023014928,0.18644669150257176,-0.17449162679425834,0.12497735917406305,-0.027048784414748228,-0.1603508191295716,-0.054394954670870965,0.13130471029595658,0.08603537214443624,-0.036132315521628544,0.0010559662090818822,-0.12904360056258823,0.018167137666531774,-0.033901665344964305,0.18982146521649956,-0.022076578130389657,-0.0038800705467377794,-0.19883144475920644,0.023646408839778976,0.07426597582037986,-0.15635048231511284,0.13458789899952373,-0.02225488137728293,0.012883830792355333,0.03646385414458342,0.028635712824708337,0.06721018095048725,0.04695360536612614,-0.02473749777540457,-0.06405109489051097,0.025151101579255375,-0.03860783567896564,-0.05163204747774475,0.05757196495619543,-0.012820512820512997,0.06493506493506485,-0.017448405253283172,0.054993316784418766,0.09357466063348419,-0.13803376365441944,0.07181259600614442,0.18040128986026494,-0.05934132645317913,-0.04711197160374303,-0.044023027429732964,0.05897980871413422,0.059374477337347464,0.03931165140511572,0.0379766064104512,-0.06351529342894824,0.07798093452101917,0.007538416932443726,-0.03568345323740951,0.009847806624888378,0.0056146572104016634,0.05451072583015004,-0.007384701128605342,0.13377316114542315,0.033056828030209484,-0.02025407478427632,0.01357798165137658,-0.04923968139029744,0.010535668951510813,-0.013691747267930987,0.012480896586856582
CVS,0.08100979653353435,-0.058556988497734386,0.09848204368752334,0.04718570947084566,0.07112970711297062,-0.051983173076922795,-0.02599049128367703,0.07712333224861734,-0.02930513595166151,0.10613134142545855,-0.027293190770961928,-0.014174139427249322,0.015551643192488473,0.004911875180583447,0.02673950546290982,-0.007560907308877152,0.046275395033860134,-0.08144552319309584,-0.08661186142102184,0.04275152684024408,-0.09401972872996289,-0.08472269479414796,-0.12193308550185855,0.08509737510584259,-0.08544674209910263,-0.053327645051194805,0.10815682739972976,0.1508743391622609,-0.05159010600706704,0.03763040238450066,0.07324955116696596,0.08732017397122793,-0.029538461538461736,-0.0012682308180088642,-0.1279365079365079,0.05788132508190791,0.0006882312456983897,0.04504814305364535,0.05297795327410304,0.025937499999999947,-0.07401766676819987,-0.14868421052631564,0.06761978361669208,-0.10061527325370978,0.13561368209255553,-0.05634301913536499,0.06571535861809985,0.09971811134601816,0.000961230374879829,-0.053137003841229324,0.05645706558485508,0.03743999999999992,0.06169031462060448,-0.01045903544450888,-0.030827950675279214,-0.024538018782187088,-0.07857142857142829,0.0792045837546338,0.0852592129918801,0.07913669064748197,0.031199999999999894,0.05999482803206635,-0.003171505245181838,-0.004405286343612258,-0.02482792527040334,0.09679858835391997,-0.05906688117674119,0.024425989252564673,0.05960896518836467,-0.04140414041404128,-0.0046948356807512415,0.07358490566037745,0.042618629173989175,-0.00021070375052667512,0.05753424657534256,0.08170585890793136,-0.0018422991893883855,-0.01790328534514596,0.08344296184927624,-0.05880312228967899,-0.016586804275709355,0.09182908545727164,0.06488156539649825,0.05625402965828474,-0.061651152144056365,0.10326882419905692,0.0234375,-0.012386576407892314,0.07116814933644466,-0.02886317222600454,0.009533155754942069,0.04235522844049444,-0.0073274713562488936,0.0917997584216883,0.046957590657652704,0.054714101209345944,0.04597573193810467,0.05119199659429574,-0.01852789308494529,-0.014132453063750106,0.020403892434864623,0.03117309269893287,0.07060461416070041,-0.1111833550065019,-0.03354582506008996,0.03935986159169591,-0.0491052850603414,0.010503282275710957,0.013425725422260948,0.01014957264957217,0.06631411951348487,-0.028169014084506783,-0.04796897325984917,-0.01640222984562556,-0.01155313351498688,-0.0013231888852128781,-0.06724080821464096,-0.03705018939393945,-0.08014751075599269,0.0467726847521055,-0.02374569130601356,0.0350464234340262,-0.03284902084649377,0.0568256041802746,-0.04474660074165626,0.029761904761904434,-0.005026388539833615,-0.02235412983076579,0.036558584162253105
CVX,0.049319026000825605,-0.08574237954768948,0.10711981071198107,0.04701768020205965,0.056967897569121906,0.035639044943819975,0.00016952025767125178,0.049152542372880914,0.06445880452342467,-0.05721657307633943,-0.006922086284609663,0.06402982655211509,-0.11730652041438172,0.06454953400069119,-0.005188067444877542,0.0945241199478486,0.05360333531864292,-0.0028264556246471173,-0.14909297052154225,-0.004663557628247439,-0.013052208835341417,-0.10359443879281105,-0.014185738604123421,0.06254796623177361,-0.08143734200072261,-0.17259681541183425,0.18531717747683563,-0.021046301864101058,0.04504504504504503,-0.038793103448276134,0.05829596412556093,-0.017526964560863334,0.0047049598118018565,0.11375609756097527,0.040819901892080956,0.0,-0.06934859451270814,-0.00108518719479056,0.053413000181060655,0.07992437263664476,-0.1190514085627884,-0.06648599819331491,0.15289336171859857,-0.004028873594090654,0.06741951795044665,-0.006000315806095613,0.023987291501191832,0.11169717654359279,0.04660898688250037,0.07746666666666657,0.052592500928103414,-0.0012932047966141003,-0.04520306062389623,0.015534459376155274,0.012504552628384236,-0.05767386091127069,-0.08767018704669793,0.13570432357043205,0.005403413975193283,0.0839135214364235,-0.0686274509803918,0.0759830611010277,-0.013381311143595531,-0.00022794620469634985,-0.10157318741450017,0.09808399949244961,0.04379477698174283,0.014613085353703426,0.05422804146208349,-0.049368660732767244,-0.052912357103973684,0.05471893321071364,0.05536784741144407,0.011256841887844482,0.023080065359477153,0.005589938111399295,0.04010323605320609,-0.040370299675510424,0.06176031824962758,-0.03868490071187769,0.006333430770729898,-0.027207591014717147,0.04538668259181855,0.014662477387413109,-0.10471990241156048,0.04244838067288548,0.03629599839131248,0.04986902105365276,-0.013492283522779203,0.06819672131147514,-0.020257826887660757,0.005639097744360555,-0.07752558967512246,-0.007429563874951639,-0.03431515505006333,0.007549828870546227,-0.05784793685682921,0.00827147401908812,-0.010517458981910144,0.04060374149659851,-0.04943820224719053,-0.06372232967977687,-0.10914725123378877,-0.07510950785879855,0.001950132330407417,0.21215070207145903,-0.014221814428259982,-0.03920884235020383,-0.040082344393315705,0.022707203229468398,0.09436289626249006,0.09603246167718593,-0.010798025503907738,0.0298367813702054,-0.04835453260650158,0.02174604858385476,0.02232142857142927,0.0394028638163908,0.07454811919882687,0.04028005091834874,-0.058124289834804,0.03572754268745304,-0.05340023295403595,-0.017415996213913876,-0.005587130334265167,0.019471083987213422,0.042189281641960896,-0.008388037928519165,0.0797168076498711
D,0.0065669463699375985,0.02500906125407787,0.05162659123055158,0.02488231338264968,-0.0419947506561682,-0.009246575342465646,-0.020394054614586987,0.019760056457304165,-0.009688581314879041,0.057302585604472656,0.05651024454725739,-0.018142008132624232,-0.06371455877668064,-0.0680503572643758,0.05622489959839361,0.04147943311441438,0.04580152671755733,0.03935258648048223,-0.10656488549618293,0.020847573479152448,0.012721794442584367,-0.16462809917355403,-0.03403244954491491,0.048750512085211195,-0.007812500000000222,-0.19803149606299197,0.07314678448699063,0.01052150045745659,0.07288365776369399,0.040506329113924044,-0.009326845093268421,-0.013917314776913825,0.023661270236612797,0.023925385239253805,0.0875247524752476,0.04770575382374376,-0.03093500173792163,0.02654232424677172,0.09224318658280928,0.015355086372360827,-0.08065532451165702,0.009938313913639307,0.10824567356633841,0.026025719534599423,0.0038794389734406742,-0.03507728894173601,0.0006161429451629896,0.016625615763547152,0.02392489400363429,0.041112097012717896,-0.008522727272727071,0.04126074498567345,0.0228398458998349,0.03981705676620928,-0.008279430789133402,0.010174797808504943,0.025826446280992066,0.011077542799597051,0.02888446215139462,0.022507260406582352,-0.039763313609467166,0.01035247719990151,0.021468650890461127,0.018390255552901635,-0.005393996247654909,0.05328931855694452,-0.006939780613387181,-0.01825969341749356,0.005740528128588052,-0.014840182648401923,-0.014136732329084634,0.04278326281147171,0.023444544634806164,0.05220264317180612,0.031400460540087716,0.050740815912319936,-0.09136565578520361,0.022746598639455717,0.0569528164622739,-0.02792527040314685,0.09245397531863286,0.02518518518518542,0.003432080924855141,-0.0027002700270027935,0.05577617328519868,0.030603521969567504,0.02637690776376944,0.029416518506545586,-0.03124509342125925,0.0223662884927065,-0.05009511731135008,0.03671562082776947,-0.00305859626529259,0.047634425964799165,0.004469790382243932,0.07196562835660592,0.0030060120240478216,-0.0871985157699442,0.0168855534709198,0.002613776137761148,-0.007667535654041213,-0.048678720445062273,0.06936322287199537,-0.04587574054382537,0.020060499920394825,0.022631496800374684,-0.03785103785103805,0.0009517766497464386,0.04009508716323218,-0.0031997562090501086,0.08865790278202379,-0.043667509126650295,0.003817354279841867,0.08629515869533466,-0.003635384408240072,-0.03635135135135159,-0.010517458981910144,0.01615646258503456,-0.013947001394700398,0.0480905233380482,-0.05762483130904206,0.07160246312473095,0.01951089135373585,-0.010224144710971772,0.06793802145411232,-0.06522817460317454,0.0157866808171927,0.022985503460886125,-0.020298736116430627
DE,0.10220768601798857,0.05044510385756662,-0.030602636534839966,0.04031083050024331,0.10177404295051318,0.034957627118644474,-0.029273285568065632,0.15647406157739407,0.0924507658643321,-0.0025037556334501776,0.17603748326639956,0.02162777461582155,-0.014206128133704587,-0.015117264764057281,-0.07172572084349493,0.0415700819038789,-0.042878338278931505,-0.08773833514183815,-0.043500424808836424,-0.021495825190974926,-0.32298474945533795,-0.1568785197103778,-0.221055979643766,0.3752552062066148,-0.1543942992874111,-0.2924859550561798,0.3905707196029782,0.25160599571734443,0.0949529512403764,-0.13463541666666656,0.12578994884140826,-0.06495589414595049,-0.019439679817038313,0.11836734693877582,0.16736183524504678,0.04242965609647187,-0.08397600685518425,0.13517305893358267,0.029666254635352107,0.026410564225690436,-0.06842105263157883,-0.02866708516426053,0.2167169323567424,-0.00956090651558028,0.03485877726135178,0.11331836241146975,-0.002637703646237166,0.10252022401991212,0.11217722590658985,-0.04199441766049239,0.11124354390147051,-0.01227505660827155,-0.150217181467181,0.026693170523923948,-0.06873184898354312,0.014850014850014803,-0.2228563067017849,0.19412540011297308,0.06811731315042535,0.012695600826690967,0.09591836734693837,-0.04416068103218951,-0.005148900640134069,0.013987970345503031,-0.14181266381569846,0.13165085999035586,-0.03622159090909138,-0.04392041267501823,0.12070294435023832,0.05158184319119763,-0.0419882275997393,0.06294374658656499,0.0757867694283878,-0.0714029850746265,-0.026359778835026826,0.031695721077654504,0.006528417818740806,-0.07389037263131149,0.021422686075254438,0.012100026888948845,-0.015940488841658218,-0.007019438444924031,0.02732463295269172,0.08217546645494256,-0.06065052580092967,0.025644363447019147,0.05711384693489063,0.019930363789170125,-0.021895232489700045,-0.005415814177398004,-0.056873184898354134,-0.01398511675647951,-0.019388418998048218,0.04233014861995743,0.05385105028644177,-0.00724812756704496,-0.019226089072766905,0.0506203473945408,-0.031058101086443246,0.0432663010359533,0.013668224299065335,0.044946410049556906,-0.028785706407852607,-0.14365205541676174,-0.08155417053441127,0.10005775339301182,-0.008662554140964174,-0.03548258969945717,0.009471516815374503,0.055344030459614,-0.049091611905682675,0.10189701897018999,-0.017338908017707655,-0.016018020272807076,-0.03967951163677996,0.07548669050456858,0.0289373229897798,0.03219243657252324,0.16579710144927495,0.01899552461461984,0.029865313292992024,0.037907505686125775,-0.016435354273191316,0.02933531377645693,0.11363636363636354,0.006964690638159743,0.03257198005468909,-0.09985201339668193,0.10141040062299878
